Time,Fz,Mx,My,CoPx,CoPy
39.509000,873.255549,19.526006,-4.274580,0.004895,0.022360
39.510000,873.158899,19.505636,-4.297230,0.004921,0.022339
39.511000,873.063679,19.485746,-4.274870,0.004896,0.022319
39.512000,873.063679,19.485746,-4.274870,0.004896,0.022319
39.513000,872.874159,19.484966,-4.275760,0.004898,0.022323
39.514000,872.777509,19.464596,-4.298410,0.004925,0.022302
39.515000,872.682289,19.444706,-4.276050,0.004900,0.022282
39.516000,872.775159,19.425116,-4.297810,0.004924,0.022257
39.517000,872.775159,19.425116,-4.297810,0.004924,0.022257
39.518000,872.867379,19.405746,-4.276230,0.004899,0.022232
39.519000,872.955819,19.346416,-4.299060,0.004925,0.022162
39.520000,872.862949,19.366006,-4.277300,0.004900,0.022187
39.521000,872.674079,19.365006,-4.321530,0.004952,0.022190
39.522000,872.574429,19.305376,-4.300240,0.004928,0.022125
39.523000,872.574429,19.305376,-4.300240,0.004928,0.022125
39.524000,872.667299,19.285786,-4.322000,0.004953,0.022100
39.525000,872.667299,19.285786,-4.322000,0.004953,0.022100
39.526000,872.759519,19.266416,-4.300420,0.004927,0.022075
39.527000,872.759519,19.266416,-4.300420,0.004927,0.022075
39.528000,872.851739,19.247046,-4.278840,0.004902,0.022051
39.529000,872.759519,19.266416,-4.300420,0.004927,0.022075
39.530000,872.567649,19.226156,-4.300710,0.004929,0.022034
39.531000,872.660519,19.206566,-4.322470,0.004953,0.022009
39.532000,872.847959,19.207086,-4.323250,0.004953,0.022005
39.533000,872.660519,19.206566,-4.322470,0.004953,0.022009
39.534000,872.940179,19.187716,-4.301670,0.004928,0.021981
39.535000,872.748959,19.147236,-4.345300,0.004979,0.021939
39.536000,872.748309,19.147456,-4.301960,0.004929,0.021939
39.537000,872.748309,19.147456,-4.301960,0.004929,0.021939
39.538000,872.751309,19.186716,-4.345900,0.004980,0.021984
39.539000,872.748309,19.147456,-4.301960,0.004929,0.021939
39.540000,872.841179,19.127866,-4.323720,0.004954,0.021914
39.541000,873.026269,19.088906,-4.323900,0.004953,0.021865
39.542000,873.118489,19.069536,-4.302320,0.004928,0.021841
39.543000,873.306579,19.069836,-4.346440,0.004977,0.021836
39.544000,873.303579,19.030576,-4.302500,0.004927,0.021791
39.545000,873.206929,19.010206,-4.325150,0.004953,0.021771
39.546000,873.207579,19.009986,-4.368490,0.005003,0.021770
39.547000,873.399449,19.050246,-4.368200,0.005001,0.021812
39.548000,873.399449,19.050246,-4.368200,0.005001,0.021812
39.549000,873.492319,19.030656,-4.389960,0.005026,0.021787
39.550000,873.491669,19.030876,-4.346620,0.004976,0.021787
39.551000,873.584539,19.011286,-4.368380,0.005001,0.021762
39.552000,873.769629,18.972326,-4.368560,0.005000,0.021713
39.553000,873.769629,18.972326,-4.368560,0.005000,0.021713
39.554000,873.862499,18.952736,-4.390320,0.005024,0.021688
39.555000,873.862499,18.952736,-4.390320,0.005024,0.021688
39.556000,873.770279,18.972106,-4.411900,0.005049,0.021713
39.557000,873.862499,18.952736,-4.390320,0.005024,0.021688
39.558000,873.862499,18.952736,-4.390320,0.005024,0.021688
39.559000,874.047589,18.913776,-4.390500,0.005023,0.021639
39.560000,874.237109,18.914556,-4.389610,0.005021,0.021635
39.561000,874.140459,18.894186,-4.412260,0.005048,0.021615
39.562000,874.237109,18.914556,-4.389610,0.005021,0.021635
39.563000,874.140459,18.894186,-4.412260,0.005048,0.021615
39.564000,874.140459,18.894186,-4.412260,0.005048,0.021615
39.565000,874.048239,18.913556,-4.433840,0.005073,0.021639
39.566000,874.048239,18.913556,-4.433840,0.005073,0.021639
39.567000,874.237759,18.914336,-4.432950,0.005071,0.021635
39.568000,874.329979,18.894966,-4.411370,0.005045,0.021611
39.569000,874.515069,18.856006,-4.411550,0.005045,0.021562
39.570000,874.515069,18.856006,-4.411550,0.005045,0.021562
39.571000,874.515069,18.856006,-4.411550,0.005045,0.021562
39.572000,874.607939,18.836416,-4.433310,0.005069,0.021537
39.573000,874.514289,18.855306,-4.499900,0.005146,0.021561
39.574000,874.425849,18.914636,-4.477070,0.005120,0.021631
39.575000,874.707589,18.896046,-4.454600,0.005093,0.021603
39.576000,874.797459,18.837196,-4.432420,0.005067,0.021533
39.577000,874.984899,18.837716,-4.433200,0.005067,0.021529
39.578000,874.984899,18.837716,-4.433200,0.005067,0.021529
39.579000,874.985549,18.837496,-4.476540,0.005116,0.021529
39.580000,874.985549,18.837496,-4.476540,0.005116,0.021529
39.581000,874.892679,18.857086,-4.454780,0.005092,0.021554
39.582000,874.985549,18.837496,-4.476540,0.005116,0.021529
39.583000,875.077769,18.818126,-4.454960,0.005091,0.021505
39.584000,875.174419,18.838496,-4.432310,0.005064,0.021525
39.585000,875.363939,18.839276,-4.431420,0.005062,0.021522
39.586000,875.267289,18.818906,-4.454070,0.005089,0.021501
39.587000,875.359509,18.799536,-4.432490,0.005064,0.021476
39.588000,875.172989,18.838016,-4.477320,0.005116,0.021525
39.589000,875.269639,18.858386,-4.454670,0.005089,0.021546
39.590000,875.362509,18.838796,-4.476430,0.005114,0.021521
39.591000,875.454729,18.819426,-4.454850,0.005089,0.021497
39.592000,875.546949,18.800056,-4.433270,0.005063,0.021472
39.593000,875.643599,18.820426,-4.410620,0.005037,0.021493
39.594000,875.831689,18.820726,-4.454740,0.005086,0.021489
39.595000,875.831689,18.820726,-4.454740,0.005086,0.021489
39.596000,875.735039,18.800356,-4.477390,0.005113,0.021468
39.597000,875.735039,18.800356,-4.477390,0.005113,0.021468
39.598000,875.546949,18.800056,-4.433270,0.005063,0.021472
39.599000,875.923909,18.801356,-4.433160,0.005061,0.021465
39.600000,875.928339,18.841096,-4.432090,0.005060,0.021510
39.601000,875.924559,18.801136,-4.476500,0.005111,0.021464
39.602000,876.016779,18.781766,-4.454920,0.005085,0.021440
39.603000,876.016779,18.781766,-4.454920,0.005085,0.021440
39.604000,875.920129,18.761396,-4.477570,0.005112,0.021419
39.605000,875.921559,18.761876,-4.432560,0.005060,0.021420
39.606000,875.824909,18.741506,-4.455210,0.005087,0.021399
39.607000,876.012349,18.742026,-4.455990,0.005087,0.021395
39.608000,876.012349,18.742026,-4.455990,0.005087,0.021395
39.609000,876.201869,18.742806,-4.455100,0.005085,0.021391
39.610000,876.203299,18.743286,-4.410090,0.005033,0.021391
39.611000,876.106649,18.722916,-4.432740,0.005060,0.021371
39.612000,876.291739,18.683956,-4.432920,0.005059,0.021322
39.613000,876.288739,18.644696,-4.388980,0.005009,0.021277
39.614000,876.288739,18.644696,-4.388980,0.005009,0.021277
39.615000,876.380959,18.625326,-4.367400,0.004983,0.021253
39.616000,876.477609,18.645696,-4.344750,0.004957,0.021273
39.617000,876.761699,18.666586,-4.322880,0.004931,0.021290
39.618000,876.662699,18.606736,-4.344930,0.004956,0.021225
39.619000,876.754919,18.587366,-4.323350,0.004931,0.021200
39.620000,876.847789,18.567776,-4.345110,0.004955,0.021176
39.621000,876.754919,18.587366,-4.323350,0.004931,0.021200
39.622000,876.751919,18.548106,-4.279410,0.004881,0.021155
39.623000,876.847789,18.567776,-4.345110,0.004955,0.021176
39.624000,876.655269,18.527736,-4.302060,0.004907,0.021135
39.625000,876.840359,18.488776,-4.302240,0.004907,0.021086
39.626000,877.024799,18.450036,-4.259080,0.004856,0.021037
39.627000,876.840359,18.488776,-4.302240,0.004907,0.021086
39.628000,876.932579,18.469406,-4.280660,0.004881,0.021061
39.629000,876.833579,18.409556,-4.302710,0.004907,0.020995
39.630000,876.641709,18.369296,-4.303000,0.004909,0.020954
39.631000,876.548839,18.388886,-4.281240,0.004884,0.020979
39.632000,876.449189,18.329256,-4.259950,0.004860,0.020913
39.633000,876.449189,18.329256,-4.259950,0.004860,0.020913
39.634000,876.446839,18.289776,-4.259350,0.004860,0.020868
39.635000,876.443839,18.250516,-4.215410,0.004810,0.020823
39.636000,876.254969,18.249516,-4.259640,0.004861,0.020827
39.637000,876.158319,18.229146,-4.282290,0.004888,0.020806
39.638000,876.157669,18.229366,-4.238950,0.004838,0.020806
39.639000,875.970229,18.228846,-4.238170,0.004838,0.020810
39.640000,875.782789,18.228326,-4.237390,0.004838,0.020814
39.641000,875.590919,18.188066,-4.237680,0.004840,0.020772
39.642000,875.776009,18.149106,-4.237860,0.004839,0.020723
39.643000,875.679359,18.128736,-4.260510,0.004865,0.020702
39.644000,875.584139,18.108846,-4.238150,0.004840,0.020682
39.645000,875.491269,18.128436,-4.216390,0.004816,0.020707
39.646000,875.395269,18.107846,-4.282380,0.004892,0.020685
39.647000,875.110529,18.087176,-4.260910,0.004869,0.020668
39.648000,875.010879,18.027546,-4.239620,0.004845,0.020603
39.649000,875.103749,18.007956,-4.261380,0.004870,0.020578
39.650000,874.819659,17.987066,-4.283250,0.004896,0.020561
39.651000,874.916309,18.007436,-4.260600,0.004870,0.020582
39.652000,874.820439,17.987766,-4.194900,0.004795,0.020562
39.653000,874.627139,17.947026,-4.240200,0.004848,0.020520
39.654000,874.628569,17.947506,-4.195190,0.004797,0.020520
39.655000,874.439699,17.946506,-4.239420,0.004848,0.020523
39.656000,874.246399,17.905766,-4.284720,0.004901,0.020481
39.657000,874.058959,17.905246,-4.283940,0.004901,0.020485
39.658000,874.058959,17.905246,-4.283940,0.004901,0.020485
39.659000,873.963739,17.885356,-4.261580,0.004876,0.020465
39.660000,874.055959,17.865986,-4.240000,0.004851,0.020440
39.661000,873.866439,17.865206,-4.240890,0.004853,0.020444
39.662000,873.770439,17.844616,-4.306880,0.004929,0.020423
39.663000,873.582999,17.844096,-4.306100,0.004929,0.020426
39.664000,873.581569,17.843616,-4.351110,0.004981,0.020426
39.665000,873.486349,17.823726,-4.328750,0.004956,0.020405
39.666000,873.201609,17.803056,-4.307280,0.004933,0.020388
39.667000,873.012739,17.802056,-4.351510,0.004984,0.020392
39.668000,873.106389,17.783166,-4.284920,0.004908,0.020368
39.669000,872.824649,17.801756,-4.307390,0.004935,0.020396
39.670000,872.727999,17.781386,-4.330040,0.004961,0.020374
39.671000,872.633429,17.761276,-4.351020,0.004986,0.020354
39.672000,872.538209,17.741386,-4.328660,0.004961,0.020333
39.673000,872.256469,17.759976,-4.351130,0.004988,0.020361
39.674000,872.161249,17.740086,-4.328770,0.004963,0.020340
39.675000,872.252689,17.720016,-4.395540,0.005039,0.020315
39.676000,872.254119,17.720496,-4.350530,0.004988,0.020316
39.677000,872.161249,17.740086,-4.328770,0.004963,0.020340
39.678000,872.161249,17.740086,-4.328770,0.004963,0.020340
39.679000,872.254119,17.720496,-4.350530,0.004988,0.020316
39.680000,871.970029,17.699606,-4.372400,0.005014,0.020298
39.681000,871.970029,17.699606,-4.372400,0.005014,0.020298
39.682000,871.969379,17.699826,-4.329060,0.004965,0.020299
39.683000,871.967029,17.660346,-4.328460,0.004964,0.020253
39.684000,872.062249,17.680236,-4.350820,0.004989,0.020274
39.685000,871.967029,17.660346,-4.328460,0.004964,0.020253
39.686000,872.343989,17.661646,-4.328350,0.004962,0.020246
39.687000,872.254119,17.720496,-4.350530,0.004988,0.020316
39.688000,872.161899,17.739866,-4.372110,0.005013,0.020340
39.689000,871.970029,17.699606,-4.372400,0.005014,0.020298
39.690000,871.877809,17.718976,-4.393980,0.005040,0.020323
39.691000,871.877809,17.718976,-4.393980,0.005040,0.020323
39.692000,872.066679,17.719976,-4.349750,0.004988,0.020320
39.693000,872.254769,17.720276,-4.393870,0.005037,0.020315
39.694000,872.067329,17.719756,-4.393090,0.005038,0.020319
39.695000,872.067329,17.719756,-4.393090,0.005038,0.020319
39.696000,871.975109,17.739126,-4.414670,0.005063,0.020344
39.697000,871.975109,17.739126,-4.414670,0.005063,0.020344
39.698000,872.255419,17.720056,-4.437210,0.005087,0.020315
39.699000,871.973679,17.738646,-4.459680,0.005114,0.020343
39.700000,871.975109,17.739126,-4.414670,0.005063,0.020344
39.701000,872.070329,17.759016,-4.437030,0.005088,0.020364
39.702000,872.355069,17.779686,-4.458500,0.005111,0.020381
39.703000,872.258419,17.759316,-4.481150,0.005137,0.020360
39.704000,872.258419,17.759316,-4.481150,0.005137,0.020360
39.705000,872.163199,17.739426,-4.458790,0.005112,0.020340
39.706000,872.163199,17.739426,-4.458790,0.005112,0.020340
39.707000,872.167629,17.779166,-4.457720,0.005111,0.020385
39.708000,872.258419,17.759316,-4.481150,0.005137,0.020360
39.709000,872.353639,17.779206,-4.503510,0.005162,0.020381
39.710000,872.354289,17.778986,-4.546850,0.005212,0.020380
39.711000,872.446509,17.759616,-4.525270,0.005187,0.020356
39.712000,872.261419,17.798576,-4.525090,0.005188,0.020405
39.713000,872.354289,17.778986,-4.546850,0.005212,0.020380
39.714000,872.262069,17.798356,-4.568430,0.005237,0.020405
39.715000,872.169199,17.817946,-4.546670,0.005213,0.020429
39.716000,872.356639,17.818466,-4.547450,0.005213,0.020426
39.717000,872.449509,17.798876,-4.569210,0.005237,0.020401
39.718000,872.354289,17.778986,-4.546850,0.005212,0.020380
39.719000,872.546159,17.819246,-4.546560,0.005211,0.020422
39.720000,872.546159,17.819246,-4.546560,0.005211,0.020422
39.721000,872.453939,17.838616,-4.568140,0.005236,0.020446
39.722000,872.546159,17.819246,-4.546560,0.005211,0.020422
39.723000,872.453289,17.838836,-4.524800,0.005186,0.020447
39.724000,872.451859,17.838356,-4.569810,0.005238,0.020446
39.725000,872.641379,17.839136,-4.568920,0.005236,0.020443
39.726000,873.018339,17.840436,-4.568810,0.005233,0.020435
39.727000,872.830899,17.839916,-4.568030,0.005234,0.020439
39.728000,872.830899,17.839916,-4.568030,0.005234,0.020439
39.729000,872.833249,17.879396,-4.568630,0.005234,0.020484
39.730000,872.928469,17.899286,-4.590990,0.005259,0.020505
39.731000,872.833249,17.879396,-4.568630,0.005234,0.020484
39.732000,872.833249,17.879396,-4.568630,0.005234,0.020484
39.733000,872.833249,17.879396,-4.568630,0.005234,0.020484
39.734000,873.117989,17.900066,-4.590100,0.005257,0.020501
39.735000,873.210209,17.880696,-4.568520,0.005232,0.020477
39.736000,873.306859,17.901066,-4.545870,0.005205,0.020498
39.737000,873.402729,17.920736,-4.611570,0.005280,0.020518
39.738000,873.213209,17.919956,-4.612460,0.005282,0.020522
39.739000,873.208779,17.880216,-4.613530,0.005283,0.020476
39.740000,873.402079,17.920956,-4.568230,0.005230,0.020519
39.741000,873.494949,17.901366,-4.589990,0.005255,0.020494
39.742000,873.498729,17.941326,-4.545580,0.005204,0.020540
39.743000,873.688249,17.942106,-4.544690,0.005202,0.020536
39.744000,873.783469,17.961996,-4.567050,0.005227,0.020557
39.745000,873.876339,17.942406,-4.588810,0.005251,0.020532
39.746000,873.783469,17.961996,-4.567050,0.005227,0.020557
39.747000,873.783469,17.961996,-4.567050,0.005227,0.020557
39.748000,873.970909,17.962516,-4.567830,0.005227,0.020553
39.749000,873.970909,17.962516,-4.567830,0.005227,0.020553
39.750000,874.063779,17.942926,-4.589590,0.005251,0.020528
39.751000,874.255649,17.983186,-4.589300,0.005249,0.020570
39.752000,874.350869,18.003076,-4.611660,0.005274,0.020590
39.753000,874.350869,18.003076,-4.611660,0.005274,0.020590
39.754000,874.355299,18.042816,-4.610590,0.005273,0.020636
39.755000,874.165779,18.042036,-4.611480,0.005275,0.020639
39.756000,874.165779,18.042036,-4.611480,0.005275,0.020639
39.757000,874.167209,18.042516,-4.566470,0.005224,0.020640
39.758000,874.259429,18.023146,-4.544890,0.005199,0.020615
39.759000,874.262429,18.062406,-4.588830,0.005249,0.020660
39.760000,874.354649,18.043036,-4.567250,0.005224,0.020636
39.761000,874.354649,18.043036,-4.567250,0.005224,0.020636
39.762000,874.262429,18.062406,-4.588830,0.005249,0.020660
39.763000,874.165779,18.042036,-4.611480,0.005275,0.020639
39.764000,874.447519,18.023446,-4.589010,0.005248,0.020611
39.765000,874.165779,18.042036,-4.611480,0.005275,0.020639
39.766000,874.357649,18.082296,-4.611190,0.005274,0.020681
39.767000,874.262429,18.062406,-4.588830,0.005249,0.020660
39.768000,874.454299,18.102666,-4.588540,0.005247,0.020702
39.769000,874.357649,18.082296,-4.611190,0.005274,0.020681
39.770000,874.357649,18.082296,-4.611190,0.005274,0.020681
39.771000,874.450519,18.062706,-4.632950,0.005298,0.020656
39.772000,874.357649,18.082296,-4.611190,0.005274,0.020681
39.773000,874.362079,18.122036,-4.610120,0.005273,0.020726
39.774000,874.454299,18.102666,-4.588540,0.005247,0.020702
39.775000,874.357649,18.082296,-4.611190,0.005274,0.020681
39.776000,874.454299,18.102666,-4.588540,0.005247,0.020702
39.777000,874.458729,18.142406,-4.587470,0.005246,0.020747
39.778000,874.457299,18.141926,-4.632480,0.005298,0.020746
39.779000,874.457299,18.141926,-4.632480,0.005298,0.020746
39.780000,874.457299,18.141926,-4.632480,0.005298,0.020746
39.781000,874.360649,18.121556,-4.655130,0.005324,0.020725
39.782000,874.362079,18.122036,-4.610120,0.005273,0.020726
39.783000,874.456649,18.142146,-4.589140,0.005248,0.020747
39.784000,874.457299,18.141926,-4.632480,0.005298,0.020746
39.785000,874.553949,18.162296,-4.609830,0.005271,0.020767
39.786000,874.553949,18.162296,-4.609830,0.005271,0.020767
39.787000,874.557729,18.202256,-4.565420,0.005220,0.020813
39.788000,874.557729,18.202256,-4.565420,0.005220,0.020813
39.789000,874.461079,18.181886,-4.588070,0.005247,0.020792
39.790000,874.556299,18.201776,-4.610430,0.005272,0.020813
39.791000,874.556299,18.201776,-4.610430,0.005272,0.020813
39.792000,874.557729,18.202256,-4.565420,0.005220,0.020813
39.793000,874.747249,18.203036,-4.564530,0.005218,0.020809
39.794000,874.749599,18.242516,-4.565130,0.005219,0.020855
39.795000,874.749599,18.242516,-4.565130,0.005219,0.020855
39.796000,874.467859,18.261106,-4.587600,0.005246,0.020883
39.797000,874.377069,18.280956,-4.564170,0.005220,0.020907
39.798000,874.472289,18.300846,-4.586530,0.005245,0.020928
39.799000,874.377069,18.280956,-4.564170,0.005220,0.020907
39.800000,874.377069,18.280956,-4.564170,0.005220,0.020907
39.801000,874.379419,18.320436,-4.564770,0.005221,0.020953
39.802000,874.472289,18.300846,-4.586530,0.005245,0.020928
39.803000,874.379419,18.320436,-4.564770,0.005221,0.020953
39.804000,874.380849,18.320916,-4.519760,0.005169,0.020953
39.805000,874.099109,18.339506,-4.542230,0.005196,0.020981
39.806000,874.195759,18.359876,-4.519580,0.005170,0.021002
39.807000,874.103539,18.379246,-4.541160,0.005195,0.021026
39.808000,874.200189,18.399616,-4.518510,0.005169,0.021047
39.809000,874.195759,18.359876,-4.519580,0.005170,0.021002
39.810000,874.292409,18.380246,-4.496930,0.005144,0.021023
39.811000,874.292409,18.380246,-4.496930,0.005144,0.021023
39.812000,874.104969,18.379726,-4.496150,0.005144,0.021027
39.813000,873.917529,18.379206,-4.495370,0.005144,0.021031
39.814000,873.916879,18.379426,-4.452030,0.005094,0.021031
39.815000,873.919879,18.418686,-4.495970,0.005145,0.021076
39.816000,873.916879,18.379426,-4.452030,0.005094,0.021031
39.817000,873.824659,18.398796,-4.473610,0.005120,0.021055
39.818000,874.012749,18.399096,-4.517730,0.005169,0.021051
39.819000,874.013529,18.399796,-4.429380,0.005068,0.021052
39.820000,874.113179,18.459426,-4.450670,0.005092,0.021118
39.821000,873.921309,18.419166,-4.450960,0.005093,0.021076
39.822000,873.828439,18.438756,-4.429200,0.005069,0.021101
39.823000,873.736219,18.458126,-4.450780,0.005094,0.021126
39.824000,873.828439,18.438756,-4.429200,0.005069,0.021101
39.825000,873.735569,18.458346,-4.407440,0.005044,0.021126
39.826000,873.829869,18.439236,-4.384190,0.005017,0.021102
39.827000,873.832869,18.478496,-4.428130,0.005067,0.021146
39.828000,873.832869,18.478496,-4.428130,0.005067,0.021146
39.829000,873.644779,18.478196,-4.384010,0.005018,0.021151
39.830000,873.736999,18.458826,-4.362430,0.004993,0.021126
39.831000,873.549559,18.458306,-4.361650,0.004993,0.021130
39.832000,873.833649,18.479196,-4.339780,0.004966,0.021147
39.833000,873.736999,18.458826,-4.362430,0.004993,0.021126
39.834000,873.926519,18.459606,-4.361540,0.004991,0.021123
39.835000,874.113959,18.460126,-4.362320,0.004991,0.021119
39.836000,874.021089,18.479716,-4.340560,0.004966,0.021143
39.837000,874.021739,18.479496,-4.383900,0.005016,0.021143
39.838000,874.025519,18.519456,-4.339490,0.004965,0.021189
39.839000,874.122169,18.539826,-4.316840,0.004938,0.021210
39.840000,874.025519,18.519456,-4.339490,0.004965,0.021189
39.841000,874.309609,18.540346,-4.317620,0.004938,0.021206
39.842000,874.402479,18.520756,-4.339380,0.004963,0.021181
39.843000,874.309609,18.540346,-4.317620,0.004938,0.021206
39.844000,874.498479,18.541346,-4.273390,0.004887,0.021202
39.845000,874.591349,18.521756,-4.295150,0.004911,0.021178
39.846000,874.591349,18.521756,-4.295150,0.004911,0.021178
39.847000,874.498479,18.541346,-4.273390,0.004887,0.021202
39.848000,874.687999,18.542126,-4.272500,0.004885,0.021199
39.849000,874.873089,18.503166,-4.272680,0.004884,0.021150
39.850000,874.780219,18.522756,-4.250920,0.004859,0.021174
39.851000,875.157179,18.524056,-4.250810,0.004857,0.021167
39.852000,875.252399,18.543946,-4.273170,0.004882,0.021187
39.853000,874.967659,18.523276,-4.251700,0.004859,0.021170
39.854000,875.157179,18.524056,-4.250810,0.004857,0.021167
39.855000,875.064309,18.543646,-4.229050,0.004833,0.021191
39.856000,875.064309,18.543646,-4.229050,0.004833,0.021191
39.857000,875.346049,18.525056,-4.206580,0.004806,0.021163
39.858000,875.344619,18.524576,-4.251590,0.004857,0.021163
39.859000,875.344619,18.524576,-4.251590,0.004857,0.021163
39.860000,875.629359,18.545246,-4.273060,0.004880,0.021179
39.861000,875.534139,18.525356,-4.250700,0.004855,0.021159
39.862000,875.626359,18.505986,-4.229120,0.004830,0.021135
39.863000,875.533489,18.525576,-4.207360,0.004805,0.021159
39.864000,875.348399,18.564536,-4.207180,0.004806,0.021208
39.865000,875.344619,18.524576,-4.251590,0.004857,0.021163
39.866000,875.341619,18.485316,-4.207650,0.004807,0.021118
39.867000,875.341619,18.485316,-4.207650,0.004807,0.021118
39.868000,875.529709,18.485616,-4.251770,0.004856,0.021114
39.869000,875.626359,18.505986,-4.229120,0.004830,0.021135
39.870000,875.621929,18.466246,-4.230190,0.004831,0.021089
39.871000,875.341619,18.485316,-4.207650,0.004807,0.021118
39.872000,875.434489,18.465726,-4.229410,0.004831,0.021093
39.873000,875.526709,18.446356,-4.207830,0.004806,0.021069
39.874000,875.241969,18.425686,-4.186360,0.004783,0.021052
39.875000,875.338619,18.446056,-4.163710,0.004757,0.021073
39.876000,875.339269,18.445836,-4.207050,0.004806,0.021073
39.877000,875.522279,18.406616,-4.208900,0.004807,0.021024
39.878000,875.331839,18.366836,-4.164180,0.004757,0.020983
39.879000,875.427059,18.386726,-4.186540,0.004782,0.021003
39.880000,875.237539,18.385946,-4.187430,0.004784,0.021007
39.881000,875.238189,18.385726,-4.230770,0.004834,0.021007
39.882000,875.050099,18.385426,-4.186650,0.004784,0.021011
39.883000,875.143749,18.366536,-4.120060,0.004708,0.020987
39.884000,875.139969,18.326576,-4.164470,0.004759,0.020941
39.885000,875.046319,18.345466,-4.231060,0.004835,0.020965
39.886000,875.233759,18.345986,-4.231840,0.004835,0.020961
39.887000,875.235189,18.346466,-4.186830,0.004784,0.020962
39.888000,874.951879,18.326276,-4.120350,0.004709,0.020945
39.889000,874.855229,18.305906,-4.143000,0.004736,0.020924
39.890000,874.670789,18.344646,-4.186160,0.004786,0.020973
39.891000,874.763009,18.325276,-4.164580,0.004761,0.020949
39.892000,874.851449,18.265946,-4.187410,0.004786,0.020879
39.893000,875.133189,18.247356,-4.164940,0.004759,0.020851
39.894000,875.135539,18.286836,-4.165540,0.004760,0.020896
39.895000,875.043319,18.306206,-4.187120,0.004785,0.020920
39.896000,874.669359,18.344166,-4.231170,0.004837,0.020973
39.897000,874.289399,18.303606,-4.187340,0.004789,0.020935
39.898000,874.381619,18.284236,-4.165760,0.004764,0.020911
39.899000,874.379269,18.244756,-4.165160,0.004764,0.020866
39.900000,874.568139,18.245756,-4.120930,0.004712,0.020863
39.901000,874.758579,18.285536,-4.165650,0.004762,0.020904
39.902000,874.946669,18.285836,-4.209770,0.004811,0.020899
39.903000,874.851449,18.265946,-4.187410,0.004786,0.020879
39.904000,874.660359,18.226386,-4.099350,0.004687,0.020838
39.905000,874.383049,18.284716,-4.120750,0.004713,0.020912
39.906000,874.194179,18.283716,-4.164980,0.004764,0.020915
39.907000,874.286399,18.264346,-4.143400,0.004739,0.020891
39.908000,874.471489,18.225386,-4.143580,0.004738,0.020842
39.909000,874.563709,18.206016,-4.122000,0.004713,0.020817
39.910000,874.471489,18.225386,-4.143580,0.004738,0.020842
39.911000,874.566709,18.245276,-4.165940,0.004763,0.020862
39.912000,874.474489,18.264646,-4.187520,0.004789,0.020886
39.913000,874.286399,18.264346,-4.143400,0.004739,0.020891
39.914000,874.191179,18.244456,-4.121040,0.004714,0.020870
39.915000,874.098959,18.263826,-4.142620,0.004739,0.020894
39.916000,874.191179,18.244456,-4.121040,0.004714,0.020870
39.917000,874.379269,18.244756,-4.165160,0.004764,0.020866
39.918000,874.656579,18.186426,-4.143760,0.004738,0.020793
39.919000,874.753229,18.206796,-4.121110,0.004711,0.020814
39.920000,874.563709,18.206016,-4.122000,0.004713,0.020817
39.921000,874.378619,18.244976,-4.121820,0.004714,0.020866
39.922000,874.098309,18.264046,-4.099280,0.004690,0.020895
39.923000,874.186749,18.204716,-4.122110,0.004715,0.020825
39.924000,874.184399,18.165236,-4.121510,0.004715,0.020780
39.925000,874.279619,18.185126,-4.143870,0.004740,0.020800
39.926000,874.371839,18.165756,-4.122290,0.004715,0.020776
39.927000,874.468489,18.186126,-4.099640,0.004688,0.020797
39.928000,874.186749,18.204716,-4.122110,0.004715,0.020825
39.929000,874.089179,18.145346,-4.099150,0.004690,0.020759
39.930000,873.808219,18.164636,-4.033270,0.004616,0.020788
39.931000,873.619349,18.163636,-4.077500,0.004667,0.020791
39.932000,873.712219,18.144046,-4.099260,0.004692,0.020767
39.933000,873.713649,18.144526,-4.054250,0.004640,0.020767
39.934000,873.898089,18.105786,-4.011090,0.004590,0.020718
39.935000,874.086179,18.106086,-4.055210,0.004639,0.020714
39.936000,874.086179,18.106086,-4.055210,0.004639,0.020714
39.937000,873.802089,18.085196,-4.077080,0.004666,0.020697
39.938000,873.616999,18.124156,-4.076900,0.004667,0.020746
39.939000,873.428909,18.123856,-4.032780,0.004617,0.020750
39.940000,873.426559,18.084376,-4.032180,0.004617,0.020705
39.941000,873.423559,18.045116,-3.988240,0.004566,0.020660
39.942000,873.515779,18.025746,-3.966660,0.004541,0.020636
39.943000,873.800519,18.046416,-3.988130,0.004564,0.020653
39.944000,873.796739,18.006456,-4.032540,0.004615,0.020607
39.945000,873.793739,17.967196,-3.988600,0.004565,0.020562
39.946000,873.705299,18.026526,-3.965770,0.004539,0.020632
39.947000,873.612429,18.046116,-3.944010,0.004515,0.020657
39.948000,873.424339,18.045816,-3.899890,0.004465,0.020661
39.949000,873.324689,17.986186,-3.878600,0.004441,0.020595
39.950000,873.699299,17.948006,-3.877890,0.004438,0.020543
39.951000,873.699949,17.947786,-3.921230,0.004488,0.020542
39.952000,873.699949,17.947786,-3.921230,0.004488,0.020542
39.953000,873.607079,17.967376,-3.899470,0.004464,0.020567
39.954000,873.414559,17.927336,-3.856420,0.004415,0.020526
39.955000,873.412209,17.887856,-3.855820,0.004415,0.020480
39.956000,873.416639,17.927596,-3.854750,0.004413,0.020526
39.957000,873.321419,17.907706,-3.832390,0.004388,0.020505
39.958000,873.508859,17.908226,-3.833170,0.004388,0.020501
